Record_ID,Month,SKU_ID,SKU_Description,Product_Group,UoM,Base_Monthly_Demand,Avg_Monthly_Demand_est,Forecast_Method,Forecast_units,Actual_Demand_units,Forecast_Error_units,Absolute_Error_units,APE,Supplier_LeadTime_days,Transit_days,Total_LeadTime_days,Safety_Stock_units,Reorder_Point_units,OnHand_Inventory_units,Planned_Receipts_units,Replenishment_Order_units,Production_Plan_units,MOQ_units,Unit_Cost_USD,Inventory_Value_USD,Days_of_Inventory,Fill_Rate_pct,Stockout_Flag,SLOB_Flag,Produced_InHouse,Shelf_Life_days,Manufacturing_Date,Expiry_Date,Days_to_Expiry,Holding_Cost_pct_annual,Holding_Cost_USD_monthly,Planned_Receipt_Date,Actual_Receipt_Date,PO_OnTime_Flag,Customer_Priority,Revenue_per_unit_USD,Monthly_Revenue_USD,Manufacturing_Line,Production_Capacity_units_per_month,Line_Changeover_time_hrs,Safety_Stock_z90_units,Safety_Stock_z95_units,Safety_Stock_z98_units,OTIF_approx_flag,Capacity_Utilization_pct,Expiry_Value_USD
SKU0083_202507,2025-07-01 00:00:00,SKU0083,Intermediates Grade A,Intermediates,kg,172,182,Exponential Smoothing,143,147,4,4,"0,0272",23,10,33,11,173,207,71,0,0,5969,"4,99","1032,93","42,2",100,0,0,TRUE,540,2025-07-09,2026-12-31,548,"0,14","12,05085",2025-07-08 00:00:00,2025-07-09 00:00:00,1,Low,"7,984","1173,648",Line_B,15000,7,9,11,14,1,0,0
SKU0083_202508,2025-08-01 00:00:00,SKU0083,Intermediates Grade A,Intermediates,kg,172,186,Exponential Smoothing,138,156,18,18,"0,1154",23,1,24,9,134,154,201,0,0,5969,"4,99","768,46","29,6",100,0,0,TRUE,540,2025-08-08,2027-01-30,547,"0,14","8,965366667",2025-08-08 00:00:00,2025-08-15 00:00:00,0,Low,"7,984","1245,504",Line_B,15000,3,8,10,12,0,0,0
SKU0084_202411,2024-11-01 00:00:00,SKU0084,Solvents Grade C,Solvents,litre,270,243,Exponential Smoothing,265,206,-59,59,"0,2864",43,6,49,21,357,40,168,3819,0,3819,"20,82","832,8","5,8",100,0,0,FALSE,365,2024-11-09,2025-11-09,373,"0,12","8,328",2024-11-08 00:00:00,2024-11-16 00:00:00,0,Medium,"28,107","5790,042",Line_C,,,17,21,26,0,,0
SKU0084_202412,2024-12-01 00:00:00,SKU0084,Solvents Grade C,Solvents,litre,270,248,Exponential Smoothing,212,271,59,59,"0,2177",43,4,47,20,445,405,236,3819,0,3819,"20,82","8432,1","44,8",100,0,0,FALSE,365,2024-12-05,2025-12-05,369,"0,12","84,321",2024-12-08 00:00:00,2024-12-09 00:00:00,1,Medium,"28,107","7616,997",Line_C,,,16,21,26,1,,0
SKU0084_202501,2025-01-01 00:00:00,SKU0084,Solvents Grade C,Solvents,litre,270,254,Collaborative Judgment,231,256,25,25,"0,0977",43,7,50,21,448,248,131,3819,0,3819,"20,82","5163,36","29,1",100,0,0,FALSE,365,2025-01-08,2026-01-08,372,"0,12","51,6336",2025-01-08 00:00:00,2025-01-08 00:00:00,1,Medium,"28,107","7195,392",Line_C,,,17,21,27,1,,0
SKU0084_202502,2025-02-01 00:00:00,SKU0084,Solvents Grade C,Solvents,litre,270,259,Naive,237,280,43,43,"0,1536",43,11,54,22,526,322,189,3819,0,3819,"20,82","6704,04","34,5",100,0,0,FALSE,365,2025-02-03,2026-02-03,367,"0,12","67,0404",2025-02-08 00:00:00,2025-02-07 00:00:00,1,Medium,"28,107","7869,96",Line_C,,,17,22,28,1,,0
SKU0084_202503,2025-03-01 00:00:00,SKU0084,Solvents Grade C,Solvents,litre,270,265,Exponential Smoothing,280,292,12,12,"0,0411",43,6,49,21,498,104,186,3819,0,3819,"20,82","2165,28","10,7","99,32",1,0,FALSE,365,2025-03-03,2026-03-03,367,"0,12","21,6528",2025-03-08 00:00:00,2025-03-07 00:00:00,1,Medium,"28,107","8207,244",Line_C,,,17,21,26,1,,0
SKU0084_202504,2025-04-01 00:00:00,SKU0084,Solvents Grade C,Solvents,litre,270,270,Exponential Smoothing,226,197,-29,29,"0,1472",43,10,53,22,370,159,55,3819,0,3819,"20,82","3310,38","24,2",100,0,0,FALSE,365,2025-04-05,2026-04-05,369,"0,12","33,1038",2025-04-08 00:00:00,2025-04-08 00:00:00,1,Medium,"28,107","5537,079",Line_C,,,17,22,27,1,,0
SKU0084_202505,2025-05-01 00:00:00,SKU0084,Solvents Grade C,Solvents,litre,270,275,ARIMA,275,289,14,14,"0,0484",43,8,51,21,512,16,230,3819,0,3819,"20,82","333,12","1,7","85,12",1,0,FALSE,365,2025-05-08,2026-05-08,372,"0,12","3,3312",2025-05-08 00:00:00,2025-05-13 00:00:00,0,Medium,"28,107","8122,923",Line_C,,,17,22,27,0,,0
SKU0084_202506,2025-06-01 00:00:00,SKU0084,Solvents Grade C,Solvents,litre,270,281,Exponential Smoothing,278,375,97,97,"0,2587",43,8,51,21,658,461,561,3819,0,3819,"20,82","9598,02","36,9",100,0,0,FALSE,365,2025-06-10,2026-06-10,374,"0,12","95,9802",2025-06-08 00:00:00,2025-06-06 00:00:00,1,Medium,"28,107","10540,125",Line_C,,,17,22,27,1,,0
SKU0084_202507,2025-07-01 00:00:00,SKU0084,Solvents Grade C,Solvents,litre,270,286,Collaborative Judgment,295,303,8,8,"0,0264",43,7,50,21,526,559,185,0,0,3819,"20,82","11638,38","55,3",100,0,0,FALSE,365,2025-07-09,2026-07-09,373,"0,12","116,3838",2025-07-08 00:00:00,2025-07-13 00:00:00,0,Medium,"28,107","8516,421",Line_C,,,17,21,27,0,,0
SKU0084_202508,2025-08-01 00:00:00,SKU0084,Solvents Grade C,Solvents,litre,270,292,Exponential Smoothing,371,318,-53,53,"0,1667",43,5,48,21,530,251,31,3819,0,3819,"20,82","5225,82","23,7","88,68",1,0,FALSE,365,2025-08-09,2026-08-09,373,"0,12","52,2582",2025-08-08 00:00:00,2025-08-05 00:00:00,1,Medium,"28,107","8938,026",Line_C,,,16,21,26,1,,0
SKU0085_202411,2024-11-01 00:00:00,SKU0085,Packaging Grade A,Packaging,kg,106,95,Exponential Smoothing,104,127,23,23,"0,1811",45,9,54,8,237,128,103,6507,0,6507,"8,57","1096,96","30,2",100,0,0,FALSE,1095,2024-11-02,2027-11-02,1096,"0,06","5,4848",2024-11-08 00:00:00,2024-11-18 00:00:00,0,Low,"10,284","1306,068",Line_A,,,7,9,11,0,,0
SKU0085_202412,2024-12-01 00:00:00,SKU0085,Packaging Grade A,Packaging,kg,106,98,Exponential Smoothing,131,95,-36,36,"0,3789",45,13,58,9,193,72,55,6507,0,6507,"8,57","617,04","22,7",100,0,0,FALSE,1095,2024-12-10,2027-12-10,1104,"0,06","3,0852",2024-12-08 00:00:00,2024-12-05 00:00:00,1,Low,"10,284","976,98",Line_A,,,7,9,12,1,,0
SKU0085_202501,2025-01-01 00:00:00,SKU0085,Packaging Grade A,Packaging,kg,106,100,Exponential Smoothing,118,88,-30,30,"0,3409",45,5,50,8,155,41,50,6507,0,6507,"8,57","351,37",14,100,0,0,FALSE,1095,2025-01-10,2028-01-10,1104,"0,06","1,75685",2025-01-08 00:00:00,2025-01-09 00:00:00,1,Low,"10,284","904,992",Line_A,,,7,9,11,1,,0
SKU0085_202502,2025-02-01 00:00:00,SKU0085,Packaging Grade A,Packaging,kg,106,102,Causal (Promo),112,91,-21,21,"0,2308",45,8,53,8,169,102,53,6507,0,6507,"8,57","874,14","33,6",100,0,0,FALSE,1095,2025-02-05,2028-02-05,1099,"0,06","4,3707",2025-02-08 00:00:00,2025-02-10 00:00:00,1,Low,"10,284","935,844",Line_A,,,7,9,11,1,,0
SKU0085_202503,2025-03-01 00:00:00,SKU0085,Packaging Grade A,Packaging,kg,106,104,Collaborative Judgment,89,85,-4,4,"0,0471",45,8,53,8,158,0,65,6507,0,6507,"8,57",0,0,"76,47",1,0,FALSE,1095,2025-03-09,2028-03-08,1103,"0,06",0,2025-03-08 00:00:00,2025-03-10 00:00:00,1,Low,"10,284","874,14",Line_A,,,7,9,11,1,,0
SKU0085_202504,2025-04-01 00:00:00,SKU0085,Packaging Grade A,Packaging,kg,106,106,Exponential Smoothing,81,112,31,31,"0,2768",45,6,51,8,198,193,119,6507,0,6507,"8,57","1654,01","51,7",100,0,0,FALSE,1095,2025-04-08,2028-04-07,1102,"0,06","8,27005",2025-04-08 00:00:00,2025-04-07 00:00:00,1,Low,"10,284","1151,808",Line_A,,,7,9,11,1,,0
SKU0085_202505,2025-05-01 00:00:00,SKU0085,Packaging Grade A,Packaging,kg,106,108,Exponential Smoothing,98,72,-26,26,"0,3611",45,7,52,8,133,39,62,6507,0,6507,"8,57","334,23","16,2",100,0,0,FALSE,1095,2025-05-09,2028-05-08,1103,"0,06","1,67115",2025-05-08 00:00:00,2025-05-11 00:00:00,0,Low,"10,284","740,448",Line_A,,,7,9,11,0,,0
SKU0085_202506,2025-06-01 00:00:00,SKU0085,Packaging Grade A,Packaging,kg,106,110,Collaborative Judgment,74,107,33,33,"0,3084",45,5,50,8,186,50,79,6507,0,6507,"8,57","428,5",14,100,0,0,FALSE,1095,2025-06-02,2028-06-01,1096,"0,06","2,1425",2025-06-08 00:00:00,2025-06-13 00:00:00,0,Low,"10,284","1100,388",Line_A,,,7,9,11,0,,0
SKU0085_202507,2025-07-01 00:00:00,SKU0085,Packaging Grade A,Packaging,kg,106,112,Collaborative Judgment,92,101,9,9,"0,0891",45,5,50,8,176,89,39,6507,0,6507,"8,57","762,73","26,4",100,0,0,FALSE,1095,2025-07-05,2028-07-04,1099,"0,06","3,81365",2025-07-08 00:00:00,2025-07-15 00:00:00,0,Low,"10,284","1038,684",Line_A,,,7,9,11,0,,0
SKU0085_202508,2025-08-01 00:00:00,SKU0085,Packaging Grade A,Packaging,kg,106,114,ARIMA,81,116,35,35,"0,3017",45,4,49,8,197,114,86,6507,0,6507,"8,57","976,98","29,5",100,0,0,FALSE,1095,2025-08-04,2028-08-03,1098,"0,06","4,8849",2025-08-08 00:00:00,2025-08-16 00:00:00,0,Low,"10,284","1192,944",Line_A,,,7,9,11,0,,0
SKU0086_202411,2024-11-01 00:00:00,SKU0086,Solvents Grade A,Solvents,kg,273,246,Exponential Smoothing,275,224,-51,51,"0,2277",20,10,30,16,240,246,175,0,0,4827,"25,96","6386,16","32,9",100,0,0,FALSE,365,2024-11-03,2025-11-03,367,"0,12","63,8616",2024-11-08 00:00:00,2024-11-14 00:00:00,0,Medium,"35,046","7850,304",Line_B,,,13,17,21,0,,0
SKU0086_202412,2024-12-01 00:00:00,SKU0086,Solvents Grade A,Solvents,kg,273,251,Exponential Smoothing,239,279,40,40,"0,1434",20,11,31,16,304,496,219,0,0,4827,"25,96","12876,16","53,3",100,0,0,FALSE,365,2024-12-09,2025-12-09,373,"0,12","128,7616",2024-12-08 00:00:00,2024-12-12 00:00:00,0,Medium,"35,046","9777,834",Line_B,,,13,17,21,0,,0
SKU0086_202501,2025-01-01 00:00:00,SKU0086,Solvents Grade A,Solvents,kg,273,257,ARIMA,315,252,-63,63,"0,25",20,6,26,15,233,0,165,4827,0,4827,"25,96",0,0,"65,48",1,0,FALSE,365,2025-01-08,2026-01-08,372,"0,12",0,2025-01-08 00:00:00,2025-01-10 00:00:00,1,Medium,"35,046","8831,592",Line_B,,,12,16,20,1,,0
SKU0086_202502,2025-02-01 00:00:00,SKU0086,Solvents Grade A,Solvents,kg,273,262,ARIMA,239,312,73,73,"0,234",20,4,24,15,265,281,181,0,0,4827,"25,96","7294,76",27,100,0,0,FALSE,365,2025-02-08,2026-02-08,372,"0,12","72,9476",2025-02-08 00:00:00,2025-02-16 00:00:00,0,Medium,"35,046","10934,352",Line_B,,,12,15,19,0,,0
SKU0086_202503,2025-03-01 00:00:00,SKU0086,Solvents Grade A,Solvents,kg,273,268,Exponential Smoothing,255,266,11,11,"0,0414",20,5,25,15,237,310,181,0,0,4827,"25,96","8047,6",35,100,0,0,FALSE,365,2025-03-10,2026-03-10,374,"0,12","80,476",2025-03-08 00:00:00,2025-03-12 00:00:00,0,Medium,"35,046","9322,236",Line_B,,,12,15,19,0,,0
SKU0086_202504,2025-04-01 00:00:00,SKU0086,Solvents Grade A,Solvents,kg,273,273,Exponential Smoothing,281,232,-49,49,"0,2112",20,7,27,15,224,246,227,0,0,4827,"25,96","6386,16","31,8",100,0,0,FALSE,365,2025-04-08,2026-04-08,372,"0,12","63,8616",2025-04-08 00:00:00,2025-04-16 00:00:00,0,Medium,"35,046","8130,672",Line_B,,,13,16,20,0,,0
SKU0086_202505,2025-05-01 00:00:00,SKU0086,Solvents Grade A,Solvents,kg,273,278,Exponential Smoothing,263,288,25,25,"0,0868",20,8,28,16,285,401,125,0,0,4827,"25,96","10409,96","41,8",100,0,0,FALSE,365,2025-05-10,2026-05-10,374,"0,12","104,0996",2025-05-08 00:00:00,2025-05-09 00:00:00,1,Medium,"35,046","10093,248",Line_B,,,13,16,20,1,,0
SKU0086_202506,2025-06-01 00:00:00,SKU0086,Solvents Grade A,Solvents,kg,273,284,Exponential Smoothing,250,301,51,51,"0,1694",20,5,25,15,266,354,148,0,0,4827,"25,96","9189,84","35,3",100,0,0,FALSE,365,2025-06-08,2026-06-08,372,"0,12","91,8984",2025-06-08 00:00:00,2025-06-12 00:00:00,0,Medium,"35,046","10548,846",Line_B,,,12,15,19,0,,0
SKU0086_202507,2025-07-01 00:00:00,SKU0086,Solvents Grade A,Solvents,kg,273,289,Exponential Smoothing,263,315,52,52,"0,1651",20,9,29,16,320,275,207,4827,0,4827,"25,96",7139,"26,2",100,0,0,FALSE,365,2025-07-07,2026-07-07,371,"0,12","71,39",2025-07-08 00:00:00,2025-07-14 00:00:00,0,Medium,"35,046","11039,49",Line_B,,,13,17,21,0,,0
SKU0086_202508,2025-08-01 00:00:00,SKU0086,Solvents Grade A,Solvents,kg,273,295,Exponential Smoothing,280,249,-31,31,"0,1245",20,6,26,15,231,324,294,0,0,4827,"25,96","8411,04",39,100,0,0,FALSE,365,2025-08-07,2026-08-07,371,"0,12","84,1104",2025-08-08 00:00:00,2025-08-16 00:00:00,0,Medium,"35,046","8726,454",Line_B,,,12,16,20,0,,0
SKU0087_202411,2024-11-01 00:00:00,SKU0087,Solvents Grade A,Solvents,litre,257,231,Causal (Promo),203,253,50,50,"0,1976",17,7,24,14,216,75,78,2541,2541,2541,"30,89","2316,75","8,9","60,47",1,0,TRUE,1095,2024-11-02,2027-11-02,1096,"0,12","23,1675",2024-11-08 00:00:00,2024-11-08 00:00:00,1,Medium,"41,7015","10550,4795",Line_C,10000,5,11,14,18,1,"25,41",0
SKU0087_202412,2024-12-01 00:00:00,SKU0087,Solvents Grade A,Solvents,litre,257,236,Collaborative Judgment,249,251,2,2,"0,008",17,1,18,12,163,45,102,2541,2541,2541,"30,89","1390,05","5,4","58,57",1,0,TRUE,1095,2024-12-10,2027-12-10,1104,"0,12","13,9005",2024-12-08 00:00:00,2024-12-14 00:00:00,0,Medium,"41,7015","10467,0765",Line_C,10000,1,10,12,15,0,"25,41",0
SKU0087_202501,2025-01-01 00:00:00,SKU0087,Solvents Grade A,Solvents,litre,257,242,Exponential Smoothing,287,206,-81,81,"0,3932",17,4,21,13,157,96,65,2541,2541,2541,"30,89","2965,44",14,"78,16",1,0,TRUE,1095,2025-01-05,2028-01-05,1099,"0,12","29,6544",2025-01-08 00:00:00,2025-01-12 00:00:00,0,Medium,"41,7015","8590,509",Line_C,10000,7,11,13,17,0,"25,41",0
SKU0087_202502,2025-02-01 00:00:00,SKU0087,Solvents Grade A,Solvents,litre,257,247,Exponential Smoothing,235,267,32,32,"0,1199",17,7,24,14,228,7,299,2541,2541,2541,"30,89","216,23","0,8",100,0,0,TRUE,1095,2025-02-08,2028-02-08,1102,"0,12","2,1623",2025-02-08 00:00:00,2025-02-14 00:00:00,0,Medium,"41,7015","11134,3005",Line_C,10000,5,11,14,18,0,"25,41",0
SKU0087_202503,2025-03-01 00:00:00,SKU0087,Solvents Grade A,Solvents,litre,257,252,Exponential Smoothing,290,155,-135,135,"0,871",17,8,25,14,143,24,100,2541,2541,2541,"30,89","741,36","4,6",80,1,0,TRUE,1095,2025-03-09,2028-03-08,1103,"0,12","7,4136",2025-03-08 00:00:00,2025-03-16 00:00:00,0,Medium,"41,7015","6463,7325",Line_C,10000,6,11,15,18,0,"25,41",0
SKU0087_202504,2025-04-01 00:00:00,SKU0087,Solvents Grade A,Solvents,litre,257,257,Collaborative Judgment,230,227,-3,3,"0,0132",17,7,24,14,196,216,111,0,0,2541,"30,89","6672,24","28,5",100,0,0,TRUE,1095,2025-04-02,2028-04-01,1096,"0,12","66,7224",2025-04-08 00:00:00,2025-04-06 00:00:00,1,Medium,"41,7015","9466,2405",Line_C,10000,8,11,14,18,1,0,0
SKU0087_202505,2025-05-01 00:00:00,SKU0087,Solvents Grade A,Solvents,litre,257,262,Exponential Smoothing,215,227,12,12,"0,0529",17,8,25,14,203,101,19,2541,2541,2541,"30,89","3119,89","13,3","52,86",1,0,TRUE,1095,2025-05-04,2028-05-03,1098,"0,12","31,1989",2025-05-08 00:00:00,2025-05-16 00:00:00,0,Medium,"41,7015","9466,2405",Line_C,10000,6,11,15,18,0,"25,41",0
SKU0087_202506,2025-06-01 00:00:00,SKU0087,Solvents Grade A,Solvents,litre,257,267,Collaborative Judgment,212,239,27,27,"0,113",17,8,25,14,213,107,139,2541,2541,2541,"30,89","3305,23","13,4",100,0,0,TRUE,1095,2025-06-02,2028-06-01,1096,"0,12","33,0523",2025-06-08 00:00:00,2025-06-16 00:00:00,0,Medium,"41,7015","9966,6585",Line_C,10000,8,11,15,18,0,"25,41",0
SKU0087_202507,2025-07-01 00:00:00,SKU0087,Solvents Grade A,Solvents,litre,257,272,Causal (Promo),185,360,175,175,"0,4861",17,1,18,12,228,733,342,0,0,2541,"30,89","22642,37","61,1",100,0,0,TRUE,1095,2025-07-05,2028-07-04,1099,"0,12","226,4237",2025-07-08 00:00:00,2025-07-09 00:00:00,1,Medium,"41,7015","15012,54",Line_C,10000,1,10,12,15,1,0,0
SKU0087_202508,2025-08-01 00:00:00,SKU0087,Solvents Grade A,Solvents,litre,257,278,Exponential Smoothing,271,225,-46,46,"0,2044",17,8,25,14,202,228,195,0,0,2541,"30,89","7042,92","30,4",100,0,0,TRUE,1095,2025-08-06,2028-08-05,1100,"0,12","70,4292",2025-08-08 00:00:00,2025-08-13 00:00:00,0,Medium,"41,7015","9382,8375",Line_C,10000,2,11,15,18,0,0,0
SKU0088_202411,2024-11-01 00:00:00,SKU0088,Additives Grade B,Additives,kg,689,620,Collaborative Judgment,742,573,-169,169,"0,2949",56,7,63,60,1263,0,291,5741,0,5741,"14,89",0,0,"50,79",1,0,FALSE,1095,2024-11-07,2027-11-07,1101,"0,09",0,2024-11-08 00:00:00,2024-11-08 00:00:00,1,High,"22,335","12797,955",Line_A,,,47,60,75,1,,0
SKU0088_202412,2024-12-01 00:00:00,SKU0088,Additives Grade B,Additives,kg,689,634,Naive,741,732,-9,9,"0,0123",56,3,59,58,1498,397,613,5741,0,5741,"14,89","5911,33","16,3",100,0,0,FALSE,1095,2024-12-07,2027-12-07,1101,"0,09","44,334975",2024-12-08 00:00:00,2024-12-15 00:00:00,0,High,"22,335","16349,22",Line_A,,,46,59,73,0,,0
SKU0088_202501,2025-01-01 00:00:00,SKU0088,Additives Grade B,Additives,kg,689,648,Exponential Smoothing,772,761,-11,11,"0,0145",56,4,60,58,1580,1369,633,5741,0,5741,"14,89","20384,41",54,100,0,0,FALSE,1095,2025-01-03,2028-01-03,1097,"0,09","152,883075",2025-01-08 00:00:00,2025-01-10 00:00:00,1,High,"22,335","16996,935",Line_A,,,46,59,74,1,,0
SKU0088_202502,2025-02-01 00:00:00,SKU0088,Additives Grade B,Additives,kg,689,661,Collaborative Judgment,842,562,-280,280,"0,4982",56,4,60,58,1182,256,111,5741,0,5741,"14,89","3811,84","13,7","65,3",1,0,FALSE,1095,2025-02-03,2028-02-03,1097,"0,09","28,5888",2025-02-08 00:00:00,2025-02-05 00:00:00,1,High,"22,335","12552,27",Line_A,,,46,59,74,1,,0
SKU0088_202503,2025-03-01 00:00:00,SKU0088,Additives Grade B,Additives,kg,689,675,Exponential Smoothing,730,778,48,48,"0,0617",56,9,65,61,1747,616,389,5741,0,5741,"14,89","9172,24","23,8",100,0,0,FALSE,1095,2025-03-05,2028-03-04,1099,"0,09","68,7918",2025-03-08 00:00:00,2025-03-13 00:00:00,0,High,"22,335","17376,63",Line_A,,,48,61,77,0,,0
SKU0088_202504,2025-04-01 00:00:00,SKU0088,Additives Grade B,Additives,kg,689,689,ARIMA,642,464,-178,178,"0,3836",56,8,64,60,1050,325,470,5741,0,5741,"14,89","4839,25",21,100,0,0,FALSE,1095,2025-04-03,2028-04-02,1097,"0,09","36,294375",2025-04-08 00:00:00,2025-04-05 00:00:00,1,High,"22,335","10363,44",Line_A,,,48,61,76,1,,0
SKU0088_202505,2025-05-01 00:00:00,SKU0088,Additives Grade B,Additives,kg,689,703,Exponential Smoothing,518,406,-112,112,"0,2759",56,12,68,62,982,0,123,5741,0,5741,"14,89",0,0,"30,3",1,0,FALSE,1095,2025-05-06,2028-05-05,1100,"0,09",0,2025-05-08 00:00:00,2025-05-09 00:00:00,1,High,"22,335","9068,01",Line_A,,,49,63,78,1,,0
SKU0088_202506,2025-06-01 00:00:00,SKU0088,Additives Grade B,Additives,kg,689,717,ARIMA,583,704,121,121,"0,1719",56,1,57,57,1395,0,317,5741,0,5741,"14,89",0,0,"45,03",1,0,FALSE,1095,2025-06-05,2028-06-04,1099,"0,09",0,2025-06-08 00:00:00,2025-06-08 00:00:00,1,High,"22,335","15723,84",Line_A,,,45,58,72,1,,0
SKU0088_202507,2025-07-01 00:00:00,SKU0088,Additives Grade B,Additives,kg,689,730,Exponential Smoothing,576,606,30,30,"0,0495",56,10,66,61,1394,315,602,5741,0,5741,"14,89","4690,35","15,6",100,0,0,FALSE,1095,2025-07-05,2028-07-04,1099,"0,09","35,177625",2025-07-08 00:00:00,2025-07-17 00:00:00,0,High,"22,335","13535,01",Line_A,,,48,62,77,0,,0
SKU0088_202508,2025-08-01 00:00:00,SKU0088,Additives Grade B,Additives,kg,689,744,Exponential Smoothing,496,511,15,15,"0,0294",56,9,65,61,1168,804,798,5741,0,5741,"14,89","11971,56","47,2",100,0,0,FALSE,1095,2025-08-02,2028-08-01,1096,"0,09","89,7867",2025-08-08 00:00:00,2025-08-16 00:00:00,0,High,"22,335","11413,185",Line_A,,,48,61,77,0,,0
SKU0089_202411,2024-11-01 00:00:00,SKU0089,Packaging Grade A,Packaging,litre,505,454,Exponential Smoothing,482,522,40,40,"0,0766",49,10,59,43,1070,75,471,5365,0,5365,"0,5","37,5","4,3",100,0,0,FALSE,1095,2024-11-05,2027-11-05,1099,"0,06","0,1875",2024-11-08 00:00:00,2024-11-17 00:00:00,0,Medium,"0,6","313,2",Line_B,,,34,43,54,0,,0
SKU0089_202412,2024-12-01 00:00:00,SKU0089,Packaging Grade A,Packaging,litre,505,465,Collaborative Judgment,552,276,-276,276,1,49,8,57,42,566,0,134,5365,0,5365,"0,5",0,0,"48,55",1,0,FALSE,1095,2024-12-04,2027-12-04,1098,"0,06",0,2024-12-08 00:00:00,2024-12-17 00:00:00,0,Medium,"0,6","165,6",Line_B,,,33,42,53,0,,0
SKU0089_202501,2025-01-01 00:00:00,SKU0089,Packaging Grade A,Packaging,litre,505,475,Collaborative Judgment,335,634,299,299,"0,4716",49,2,51,40,1118,159,342,5365,0,5365,"0,5","79,5","7,5","79,02",1,0,FALSE,1095,2025-01-02,2028-01-02,1096,"0,06","0,3975",2025-01-08 00:00:00,2025-01-18 00:00:00,0,Medium,"0,6","380,4",Line_B,,,31,40,50,0,,0
SKU0089_202502,2025-02-01 00:00:00,SKU0089,Packaging Grade A,Packaging,litre,505,485,Collaborative Judgment,446,376,-70,70,"0,1862",49,9,58,42,769,123,170,5365,0,5365,"0,5","61,5","9,8","77,93",1,0,FALSE,1095,2025-02-05,2028-02-05,1099,"0,06","0,3075",2025-02-08 00:00:00,2025-02-07 00:00:00,1,Medium,"0,6","225,6",Line_B,,,33,43,53,1,,0
SKU0089_202503,2025-03-01 00:00:00,SKU0089,Packaging Grade A,Packaging,litre,505,495,ARIMA,425,239,-186,186,"0,7782",49,5,54,41,471,144,86,5365,0,5365,"0,5",72,"18,1","96,23",1,0,FALSE,1095,2025-03-06,2028-03-05,1100,"0,06","0,36",2025-03-08 00:00:00,2025-03-17 00:00:00,0,Medium,"0,6","143,4",Line_B,,,32,41,51,0,,0
SKU0089_202504,2025-04-01 00:00:00,SKU0089,Packaging Grade A,Packaging,litre,505,505,Exponential Smoothing,455,611,156,156,"0,2553",49,7,56,41,1182,601,527,5365,0,5365,"0,5","300,5","29,5",100,0,0,FALSE,1095,2025-04-02,2028-04-01,1096,"0,06","1,5025",2025-04-08 00:00:00,2025-04-10 00:00:00,1,Medium,"0,6","366,6",Line_B,,,33,42,52,1,,0
SKU0089_202505,2025-05-01 00:00:00,SKU0089,Packaging Grade A,Packaging,litre,505,515,ARIMA,424,655,231,231,"0,3527",49,7,56,41,1264,388,440,5365,0,5365,"0,5",194,"17,8",100,0,0,FALSE,1095,2025-05-03,2028-05-02,1097,"0,06","0,97",2025-05-08 00:00:00,2025-05-06 00:00:00,1,Medium,"0,6",393,Line_B,,,33,42,52,1,,0
SKU0089_202506,2025-06-01 00:00:00,SKU0089,Packaging Grade A,Packaging,litre,505,525,Exponential Smoothing,500,612,112,112,"0,183",49,6,55,41,1163,653,237,5365,0,5365,"0,5","326,5",32,100,0,0,FALSE,1095,2025-06-10,2028-06-09,1104,"0,06","1,6325",2025-06-08 00:00:00,2025-06-07 00:00:00,1,Medium,"0,6","367,2",Line_B,,,33,42,52,1,,0
SKU0089_202507,2025-07-01 00:00:00,SKU0089,Packaging Grade A,Packaging,litre,505,535,Exponential Smoothing,615,372,-243,243,"0,6532",49,9,58,42,761,445,381,5365,0,5365,"0,5","222,5","35,9",100,0,0,FALSE,1095,2025-07-02,2028-07-01,1096,"0,06","1,1125",2025-07-08 00:00:00,2025-07-09 00:00:00,1,Medium,"0,6","223,2",Line_B,,,33,43,53,1,,0
SKU0089_202508,2025-08-01 00:00:00,SKU0089,Packaging Grade A,Packaging,litre,505,545,Causal (Promo),537,511,-26,26,"0,0509",49,9,58,42,1030,230,415,5365,0,5365,"0,5",115,"13,5",100,0,0,FALSE,1095,2025-08-10,2028-08-09,1104,"0,06","0,575",2025-08-08 00:00:00,2025-08-13 00:00:00,0,Medium,"0,6","306,6",Line_B,,,33,43,53,0,,0
SKU0090_202411,2024-11-01 00:00:00,SKU0090,Additives Grade C,Additives,kg,256,230,Causal (Promo),266,210,-56,56,"0,2667",54,4,58,21,427,160,260,4192,0,4192,"24,38","3900,8","22,9",100,0,0,FALSE,540,2024-11-06,2026-04-30,545,"0,09","29,256",2024-11-08 00:00:00,2024-11-06 00:00:00,1,Medium,"36,57","7679,7",Line_C,,,17,22,27,1,,0
SKU0090_202412,2024-12-01 00:00:00,SKU0090,Additives Grade C,Additives,kg,256,236,ARIMA,229,359,130,130,"0,3621",54,4,58,21,715,380,214,4192,0,4192,"24,38","9264,4","31,8",100,0,0,FALSE,540,2024-12-05,2026-05-29,544,"0,09","69,483",2024-12-08 00:00:00,2024-12-14 00:00:00,0,Medium,"36,57","13128,63",Line_C,,,17,22,27,0,,0
